brand,model,sporty_score,luxury_score,offroad_score,economy_score,ev_score,item_id
Chevrolet,Trailblazer Ext 4Wd,0.55,0.45,0.24,0.36,0.76,Chevrolet_TrailblazerExt4Wd
Chevrolet,Trailblazer Fwd,0.62,0.26,0.75,0.1,0.86,Chevrolet_TrailblazerFwd
Chevrolet,Traverse Awd,0.61,0.08,0.62,0.1,0.5,Chevrolet_TraverseAwd
Chevrolet,Traverse Fwd,0.88,0.32,0.79,0.24,0.5,Chevrolet_TraverseFwd
Chevrolet,Traverse Limited Awd,0.62,0.91,0.27,0.1,0.49,Chevrolet_TraverseLimitedAwd
Chevrolet,Traverse Limited Fwd,0.76,0.53,0.47,0.27,0.72,Chevrolet_TraverseLimitedFwd
Chevrolet,Trax,0.77,0.9200000000000002,0.98,0.44,0.19,Chevrolet_Trax
Chevrolet,Trax Awd,0.71,0.61,0.98,0.97,0.35,Chevrolet_TraxAwd
Chevrolet,Trax Fwd,0.91,0.01,0.51,0.15,0.51,Chevrolet_TraxFwd
Chevrolet,Turbo Sprint,0.23,0.03,0.19,0.77,0.99,Chevrolet_TurboSprint
Chevrolet,Twin-Turbo Corvette,0.11,0.0,0.55,0.21,0.02,Chevrolet_Twin-TurboCorvette
Chevrolet,Uplander Awd,0.45,0.0,0.12,0.99,0.42,Chevrolet_UplanderAwd
Chevrolet,Uplander Fwd,0.44,0.36,0.33,0.09,0.87,Chevrolet_UplanderFwd
Chevrolet,V10 (K10) Blazer 4Wd,0.54,0.88,0.55,0.88,0.93,Chevrolet_V10(K10)Blazer4Wd
Chevrolet,V10 (K10) Pickup 4Wd,0.55,0.52,0.93,0.32,0.52,Chevrolet_V10(K10)Pickup4Wd
Chevrolet,V10 (K10) Suburban 4Wd,0.44,0.05,0.0,0.73,0.75,Chevrolet_V10(K10)Suburban4Wd
Chevrolet,V10 Blazer 4Wd,0.25,0.44,0.98,0.98,0.23,Chevrolet_V10Blazer4Wd
Chevrolet,V10 Suburban 4Wd,0.19,0.28,0.38,0.54,0.64,Chevrolet_V10Suburban4Wd
Chevrolet,V20 Pickup 4Wd,0.24,0.73,0.92,0.2,0.32,Chevrolet_V20Pickup4Wd
Chevrolet,Van 15/25  2Wd Conversion,0.28,0.94,0.51,0.69,0.52,Chevrolet_Van15/252WdConversion
Chevrolet,Van 15/25 2Wd Conversion,0.49,0.44,0.38,0.25,0.76,Chevrolet_Van15/252WdConversion
Chevrolet,Van 1500 2Wd Cargo,0.71,0.0,0.54,0.23,0.12,Chevrolet_Van15002WdCargo
Chevrolet,Van 1500 2Wd Conversion Cargo,0.15,0.11,0.87,0.09,0.46,Chevrolet_Van15002WdConversionCargo
Chevrolet,Van 1500 Awd Cargo,0.93,0.49,0.02,0.65,0.7,Chevrolet_Van1500AwdCargo
Chevrolet,Van 1500 Awd Conversion,0.37,0.8,0.46,0.63,0.45,Chevrolet_Van1500AwdConversion
Chevrolet,Van 1500 Awd Conversion Cargo,0.77,0.21,0.3,0.98,0.19,Chevrolet_Van1500AwdConversionCargo
Chevrolet,Van 1500/2500 2Wd,0.61,0.7,0.76,0.6500000000000001,0.36,Chevrolet_Van1500/25002Wd
Chevrolet,Van 1500/2500 Awd,0.55,0.59,0.21,0.98,0.2,Chevrolet_Van1500/2500Awd
Chevrolet,Venture 2Wd,0.99,0.89,0.64,0.66,0.23,Chevrolet_Venture2Wd
Chevrolet,Venture Awd,0.36,0.12,0.14,0.23,0.39,Chevrolet_VentureAwd
Chevrolet,Venture Fwd,0.99,0.29,0.02,0.78,0.84,Chevrolet_VentureFwd
Chevrolet,Volt,0.14,0.05,0.16,0.28,0.03,Chevrolet_Volt
Dacia,Coupe,0.17,0.18,0.33,0.11,0.98,Dacia_Coupe
Dacia,Sedan,0.13,0.61,0.68,0.42,0.78,Dacia_Sedan
Dacia,Station Wagon,0.27,0.94,0.16,0.49,0.69,Dacia_StationWagon
Fiat,124 Spider,0.68,0.58,0.78,0.08,0.65,Fiat_124Spider
Fiat,500,0.6900000000000001,0.97,0.47,0.08,0.74,Fiat_500
Fiat,500 Abarth,0.38,0.35,0.76,0.26,0.17,Fiat_500Abarth
Fiat,500 Cabrio,0.15,0.14,0.1,0.63,0.42,Fiat_500Cabrio
Fiat,500 L,0.45,0.23,0.29,0.88,0.92,Fiat_500L
Fiat,500 X,0.57,0.24,0.46,0.22,0.62,Fiat_500X
Fiat,500 X Awd,0.06,0.92,0.19,0.2,0.32,Fiat_500XAwd
Fiat,500E,0.36,0.47,0.17,0.66,0.45,Fiat_500E
Fiat,500E All Season,0.16,0.85,0.76,0.38,0.92,Fiat_500EAllSeason
Fiat,500X Awd,0.6,0.91,0.87,0.2,0.3,Fiat_500XAwd
Ford,Aerostar Van,0.76,0.31,0.57,0.07,0.05,Ford_AerostarVan
Ford,Aerostar Van Awd,0.92,0.19,0.41,0.4000000000000001,0.62,Ford_AerostarVanAwd
Ford,Aerostar Wagon,0.91,1.0,0.21,0.94,0.56,Ford_AerostarWagon
Ford,Aerostar Wagon Awd,0.71,0.0,0.03,0.17,0.28,Ford_AerostarWagonAwd
Ford,Aspire,0.3899999999999999,0.7200000000000001,0.16,0.66,0.15,Ford_Aspire
Ford,Bronco 4Wd,0.47,0.32,0.95,0.91,0.14,Ford_Bronco4Wd
Ford,Bronco Badlands 4Wd,0.52,0.9399999999999998,0.68,0.43,0.56,Ford_BroncoBadlands4Wd
Ford,Bronco Black Diamond 4Wd,0.38,0.7399999999999999,0.41,0.77,0.28,Ford_BroncoBlackDiamond4Wd
Ford,Bronco Ii 2Wd,0.64,0.59,0.2,0.96,0.31,Ford_BroncoIi2Wd
Ford,Bronco Ii 4Wd,0.67,0.71,0.16,0.62,0.39,Ford_BroncoIi4Wd
Ford,Bronco Raptor 4Wd,0.27,0.05,0.08,0.46,0.55,Ford_BroncoRaptor4Wd
Ford,Bronco Sasquatch 4Wd,0.64,0.62,0.26,0.72,0.4699999999999999,Ford_BroncoSasquatch4Wd
Ford,Bronco Sport 4Wd,0.89,0.88,0.63,0.83,0.3499999999999999,Ford_BroncoSport4Wd
Ford,C-Max Energi Plug-In Hybrid,0.35,0.385,0.6,0.825,0.635,Ford_C-MaxEnergiPlug-InHybrid
Ford,C-Max Hybrid Fwd,0.16,0.64,0.17,0.32,0.99,Ford_C-MaxHybridFwd
Ford,Contour,0.17,0.38,0.97,0.07,0.89,Ford_Contour
Ford,Courier,0.7,0.73,0.06,0.44,0.56,Ford_Courier
Ford,Courier Pickup 2Wd,0.65,0.78,0.52,0.03,0.59,Ford_CourierPickup2Wd
Ford,Courier Pickup 4Wd,0.93,0.83,0.71,0.98,0.97,Ford_CourierPickup4Wd
Ford,Crown Victoria,0.47,0.56,0.66,0.03,0.63,Ford_CrownVictoria
Ford,Crown Victoria Cng,0.42,0.11,0.86,0.26,0.38,Ford_CrownVictoriaCng
Ford,Crown Victoria Ffv,0.66,0.99,0.09,0.68,0.88,Ford_CrownVictoriaFfv
Ford,Crown Victoria Police,0.93,0.27,0.6999999999999998,0.42,0.07,Ford_CrownVictoriaPolice
Ford,E150 Club Wagon,0.73,0.88,0.1,0.79,0.22,Ford_E150ClubWagon
Ford,E150 Club Wagon 2Wd,0.05,0.93,0.06,0.38,0.12,Ford_E150ClubWagon2Wd
Ford,E150 Econoline 2Wd,0.04,0.4,0.1,0.22,0.13,Ford_E150Econoline2Wd
Ford,E150 Van Ffv,0.62,0.83,0.04,0.41,0.06,Ford_E150VanFfv
Ford,E150 Wagon Ffv,0.22,0.43,0.98,0.55,0.89,Ford_E150WagonFfv
Ford,E250 Cng,0.1,0.48,0.79,0.26,0.14,Ford_E250Cng
Ford,E250 Econoline 2Wd,0.8,0.67,0.3,0.19,0.61,Ford_E250Econoline2Wd
Ford,E250 Econoline 2Wd Cng,0.97,0.3499999999999999,0.67,0.8000000000000002,0.77,Ford_E250Econoline2WdCng
Ford,E250 Van Ffv,0.05,0.32,0.28,0.16,0.88,Ford_E250VanFfv
Ford,E350 Van,0.74,0.21,0.97,0.67,0.12,Ford_E350Van
Ford,E350 Van Ffv,0.03,0.02,0.25,0.43,0.12,Ford_E350VanFfv
Ford,E350 Wagon,0.75,0.75,0.55,0.88,0.84,Ford_E350Wagon
Ford,E350 Wagon Ffv,0.99,0.05,0.45,0.89,0.77,Ford_E350WagonFfv
Ford,Ecosport Awd,0.25,0.95,0.05,0.12,0.53,Ford_EcosportAwd
Ford,Ecosport Fwd,0.48,0.72,0.64,0.03,0.45,Ford_EcosportFwd
Ford,Edge Awd,0.76,0.49,0.02,0.27,0.05,Ford_EdgeAwd
Ford,Edge Fwd,0.22,0.27,0.36,0.4,0.58,Ford_EdgeFwd
Ford,Escape 2Wd,0.7200000000000001,0.03,0.47,0.29,0.65,Ford_Escape2Wd
Ford,Escape 4Wd,0.47,0.74,0.06,0.17,0.41,Ford_Escape4Wd
Ford,Escape 4Wd Ffv,0.81,0.33,0.29,0.56,0.06,Ford_Escape4WdFfv
Ford,Escape Awd,0.23,0.75,0.11,0.82,0.4000000000000001,Ford_EscapeAwd
Ford,Escape Awd Ffv,0.72,0.95,0.27,0.55,0.42,Ford_EscapeAwdFfv
Ford,Escape Awd Hev,0.06,0.18,0.67,0.15,0.44,Ford_EscapeAwdHev
Ford,Escape Fwd,0.1,0.81,0.3899999999999999,0.3499999999999999,0.7600000000000001,Ford_EscapeFwd
Ford,Escape Fwd Ffv,0.59,0.18,0.32,0.64,0.89,Ford_EscapeFwdFfv
Ford,Escape Fwd Hev,0.73,0.24,0.39,0.05,0.64,Ford_EscapeFwdHev
Ford,Escape Fwd Phev,0.61,0.96,0.3,0.46,0.6,Ford_EscapeFwdPhev
Ford,Escape Hybrid 2Wd,0.47,0.42,0.47,0.74,0.82,Ford_EscapeHybrid2Wd
Ford,Escape Hybrid 4Wd,0.57,0.84,0.54,0.04,0.88,Ford_EscapeHybrid4Wd
Ford,Escape Hybrid Awd,0.48,0.36,0.97,1.0,0.42,Ford_EscapeHybridAwd
Ford,Escape Hybrid Fwd,0.46,0.03,0.34,0.3,0.07,Ford_EscapeHybridFwd
Ford,Escort,0.53,0.69,0.81,0.94,0.15,Ford_Escort
Ford,Escort Fs,0.84,0.51,0.03,0.34,0.8,Ford_EscortFs
Ford,Escort Wagon,0.44,0.74,0.33,0.32,0.66,Ford_EscortWagon
Ford,Escort Zx2,0.21,0.97,0.85,0.8400000000000001,0.08,Ford_EscortZx2
Ford,Exp,0.73,0.89,0.89,0.6,0.64,Ford_Exp
Ford,Expedition 2Wd,0.97,0.26,0.01,0.81,0.26,Ford_Expedition2Wd
Ford,Expedition 2Wd Ffv,0.08,0.19,0.71,1.0,0.7,Ford_Expedition2WdFfv
Ford,Expedition 4Wd,0.59,0.38,0.51,0.85,0.28,Ford_Expedition4Wd
Ford,Expedition 4Wd Ffv,0.31,0.84,0.19,0.26,0.61,Ford_Expedition4WdFfv
Ford,Expedition El 2Wd,0.17,0.4,0.6,0.56,0.41,Ford_ExpeditionEl2Wd
Ford,Expedition El 4Wd,0.63,1.0,0.39,0.28,0.85,Ford_ExpeditionEl4Wd
Ford,Expedition Limo. 2Wd Ffv,0.15,0.92,0.49,0.68,0.93,Ford_ExpeditionLimo.2WdFfv
Ford,Expedition Max 2Wd,0.79,0.62,0.18,0.74,0.03,Ford_ExpeditionMax2Wd
Ford,Expedition Max 4Wd,0.46,0.83,0.72,0.14,0.74,Ford_ExpeditionMax4Wd
Ford,Expedition Timberline Awd,0.03,0.9,0.17,0.25,0.21,Ford_ExpeditionTimberlineAwd
Ford,Explorer 2Wd,0.03,0.57,0.62,0.27,0.58,Ford_Explorer2Wd
Ford,Explorer 2Wd Ffv,0.66,0.13,0.81,0.26,0.94,Ford_Explorer2WdFfv
Ford,Explorer 4Wd,0.25,0.19,0.94,0.88,0.66,Ford_Explorer4Wd
Ford,Explorer 4Wd Ffv,0.34,0.53,0.3,0.02,0.87,Ford_Explorer4WdFfv
Ford,Explorer Awd,0.85,0.83,0.36,0.85,0.48,Ford_ExplorerAwd
Ford,Explorer Awd Ffv,0.56,0.71,0.52,0.97,0.5,Ford_ExplorerAwdFfv
Ford,Explorer Ffv Awd,0.78,0.92,0.09,0.41,0.9,Ford_ExplorerFfvAwd
Ford,Explorer Fwd,0.31,0.52,0.62,0.22,0.2,Ford_ExplorerFwd
Ford,Explorer Hev Awd,0.06,0.44,0.33,0.02,0.92,Ford_ExplorerHevAwd
Ford,Explorer Hev Rwd,0.11,0.44,0.57,0.09,0.79,Ford_ExplorerHevRwd
Ford,Explorer Platinum Hev Awd,0.57,0.49,0.46,0.65,0.6,Ford_ExplorerPlatinumHevAwd
Ford,Explorer Platinum Hev Rwd,0.96,0.36,0.96,0.95,0.96,Ford_ExplorerPlatinumHevRwd
Ford,Explorer Rwd,0.48,0.03,0.07,0.69,0.3699999999999999,Ford_ExplorerRwd
Ford,Explorer Sport 2Wd,0.13,0.55,0.71,0.7,0.64,Ford_ExplorerSport2Wd
Ford,Explorer Sport 2Wd Ffv,0.11,0.71,0.11,0.37,0.07,Ford_ExplorerSport2WdFfv
Ford,Explorer Sport 4Wd,0.3,0.51,0.04,0.13,0.95,Ford_ExplorerSport4Wd
Ford,Explorer Sport 4Wd Ffv,0.45,0.57,0.34,0.57,0.37,Ford_ExplorerSport4WdFfv
Ford,Explorer Sport Trac 2Wd,0.43,0.48,0.94,0.95,0.95,Ford_ExplorerSportTrac2Wd
Ford,Explorer Sport Trac 2Wd Ffv,0.17,0.08,0.84,0.31,0.65,Ford_ExplorerSportTrac2WdFfv
Ford,Explorer Sport Trac 4Wd,0.28,0.39,0.72,0.41,0.17,Ford_ExplorerSportTrac4Wd
Ford,Explorer Sport Trac 4Wd Ffv,0.61,0.74,0.3,0.56,0.6,Ford_ExplorerSportTrac4WdFfv
Ford,Explorer Timberline Awd,0.7200000000000001,0.0,0.59,0.93,0.61,Ford_ExplorerTimberlineAwd
Ford,Explorer Usps 2Wd,0.05,0.15,0.27,0.43,0.47,Ford_ExplorerUsps2Wd
Ford,Explorer Usps 2Wd Ffv,0.27,0.56,0.12,0.51,0.34,Ford_ExplorerUsps2WdFfv
Ford,Explorer Usps 4Wd,0.45,0.24,0.5,0.02,0.33,Ford_ExplorerUsps4Wd
Ford,Explorer Usps 4Wd Ffv,0.9,0.8,0.99,0.59,0.77,Ford_ExplorerUsps4WdFfv
Ford,Explorer Usps Electric,0.67,0.56,0.52,0.91,0.34,Ford_ExplorerUspsElectric
Ford,F-150 Lightning 4Wd,0.48,0.64,0.44,0.11,0.14,Ford_F-150Lightning4Wd
Ford,F-150 Lightning 4Wd Extended Range,0.99,0.2,0.83,0.42,0.62,Ford_F-150Lightning4WdExtendedRange
Ford,F-150 Lightning Platinum 4Wd,0.36,0.2,0.67,0.7,0.15,Ford_F-150LightningPlatinum4Wd
Ford,F-150 Lightning Pro 4Wd Extended Range,0.99,0.2,0.54,0.05,0.6,Ford_F-150LightningPro4WdExtendedRange
Ford,F150 2.7L 2Wd Gvwr>6649 Lbs,0.24,0.03,0.97,0.31,0.2,Ford_F1502.7L2WdGvwr>6649Lbs
Ford,F150 2.7L 2Wd Gvwr>6649 Lbs Payload Package,0.97,0.0,0.12,0.87,0.15,Ford_F1502.7L2WdGvwr>6649LbsPayloadPackage
Ford,F150 2.7L 4Wd Gvwr>6799 Lbs,0.23,0.3,0.61,0.67,0.17,Ford_F1502.7L4WdGvwr>6799Lbs
Ford,F150 2.7L 4Wd Gvwr>6799 Lbs Payload Package,0.26,0.84,0.37,0.33,0.72,Ford_F1502.7L4WdGvwr>6799LbsPayloadPackage
Ford,F150 2Wd Base Payload Lt Tire,0.79,0.95,0.33,0.65,0.38,Ford_F1502WdBasePayloadLtTire
Ford,F150 2Wd Ffv Base Payload Lt,0.39,0.93,0.43,0.97,0.25,Ford_F1502WdFfvBasePayloadLt
Ford,F150 2Wd Ffv Base Payload Lt Tire,0.75,0.07,0.39,0.9,0.31,Ford_F1502WdFfvBasePayloadLtTire
Ford,F150 3.5L 2Wd Gvwr>7599 Lbs,0.52,0.46,0.03,0.53,0.47,Ford_F1503.5L2WdGvwr>7599Lbs
Ford,F150 3.5L 2Wd Gvwr>7599 Lbs Payload Package,0.28,0.12,0.3,0.9,0.7,Ford_F1503.5L2WdGvwr>7599LbsPayloadPackage
Ford,F150 3.5L 4Wd Gvwr>7599 Lbs,0.41,0.02,0.19,0.05,0.33,Ford_F1503.5L4WdGvwr>7599Lbs
Ford,F150 3.5L 4Wd Gvwr>7599 Lbs Payload Package,0.38,0.2,0.48,0.68,0.72,Ford_F1503.5L4WdGvwr>7599LbsPayloadPackage
Ford,F150 4Wd Base Payload Lt Tire,0.5,0.88,0.9,0.45,0.58,Ford_F1504WdBasePayloadLtTire
Ford,F150 4Wd Ffv Base Payload Lt,0.71,0.47,0.93,0.3499999999999999,0.02,Ford_F1504WdFfvBasePayloadLt
Ford,F150 4Wd Ffv Base Payload Lt Tire,0.71,0.33,0.89,0.29,0.42,Ford_F1504WdFfvBasePayloadLtTire
Ford,F150 5.0L 2Wd Ffv Gvwr>7599 Lbs,0.9499999999999998,0.13,0.36,0.1,0.92,Ford_F1505.0L2WdFfvGvwr>7599Lbs
Ford,F150 5.0L 2Wd Ffv Gvwr>7599 Lbs Payload Package,0.54,0.13,0.28,0.08,0.11,Ford_F1505.0L2WdFfvGvwr>7599LbsPayloadPackage
Ford,F150 5.0L 2Wd Gvwr>7599 Lbs,0.69,0.89,0.91,0.87,0.69,Ford_F1505.0L2WdGvwr>7599Lbs
Ford,F150 5.0L 4Wd Ffv Gvwr>7599 Lbs,0.94,0.69,0.52,0.3499999999999999,0.3499999999999999,Ford_F1505.0L4WdFfvGvwr>7599Lbs
Ford,F150 5.0L 4Wd Ffv Gvwr>7599 Lbs Payload Package,0.52,0.53,0.38,0.19,0.97,Ford_F1505.0L4WdFfvGvwr>7599LbsPayloadPackage
Ford,F150 5.0L 4Wd Gvwr>7599 Lbs,0.02,0.99,0.71,0.33,0.09,Ford_F1505.0L4WdGvwr>7599Lbs
Ford,F150 Cng,0.64,0.11,0.3,0.39,0.42,Ford_F150Cng
Ford,F150 Dual-Fuel 2Wd (Cng),0.29,0.86,0.03,0.98,0.17,Ford_F150Dual-Fuel2Wd(Cng)
Ford,F150 Dual-Fuel 2Wd (Lpg),0.58,0.38,0.3,0.25,0.71,Ford_F150Dual-Fuel2Wd(Lpg)
Ford,F150 Dual-Fuel 4Wd (Cng),0.7,0.72,0.39,0.91,0.9,Ford_F150Dual-Fuel4Wd(Cng)
Ford,F150 Dual-Fuel 4Wd (Lpg),0.6,0.16,0.41,0.52,0.83,Ford_F150Dual-Fuel4Wd(Lpg)
Ford,F150 Pickup 2Wd,0.17,0.46,0.81,0.19,0.71,Ford_F150Pickup2Wd
Ford,F150 Pickup 2Wd Cng,0.54,0.85,0.41,0.72,0.45,Ford_F150Pickup2WdCng
Ford,F150 Pickup 2Wd Ffv,0.8800000000000001,1.0,0.4,0.85,0.91,Ford_F150Pickup2WdFfv
Ford,F150 Pickup 2Wd Hev,0.48,0.28,0.37,0.94,0.1,Ford_F150Pickup2WdHev
Ford,F150 Pickup 2Wd Limited,0.7,0.86,0.03,0.33,0.28,Ford_F150Pickup2WdLimited
Ford,F150 Pickup 4Wd,0.14,0.39,0.09,0.23,0.64,Ford_F150Pickup4Wd
Ford,F150 Pickup 4Wd Ffv,0.7700000000000001,0.0,0.4,0.6,0.76,Ford_F150Pickup4WdFfv
Ford,F150 Pickup 4Wd Hev,0.18,0.61,0.5,0.07,0.25,Ford_F150Pickup4WdHev
Ford,F150 Pickup 4Wd Limited,0.98,0.67,0.18,0.32,0.27,Ford_F150Pickup4WdLimited
Ford,F150 Pickup 4Wd Xl/Xlt,0.9,0.14,0.64,0.29,0.03,Ford_F150Pickup4WdXl/Xlt
Ford,F150 Pickup Tremor 4Wd,0.43,0.19,0.78,0.33,0.37,Ford_F150PickupTremor4Wd
Ford,F150 Pickup Tremor 4Wd Ffv,0.39,0.32,0.11,0.65,0.93,Ford_F150PickupTremor4WdFfv
Ford,F150 Raptor 37 4Wd,0.7,0.44,0.13,0.03,0.12,Ford_F150Raptor374Wd
Ford,F150 Raptor 4Wd,0.87,0.86,0.1,0.96,0.07,Ford_F150Raptor4Wd
Ford,F150 Raptor Pickup 4Wd,0.45,0.3,0.57,0.52,0.25,Ford_F150RaptorPickup4Wd
Ford,F150 Raptor R 4Wd,0.75,0.7,0.85,0.14,0.52,Ford_F150RaptorR4Wd
Ford,F150 Sfe 2Wd,0.15,0.78,0.79,0.61,0.91,Ford_F150Sfe2Wd
Ford,F150 Stx Se 2Wd,0.95,0.3,0.8,0.2,0.3,Ford_F150StxSe2Wd
Ford,F150 Stx Se 2Wd Ffv,0.15,0.02,0.91,0.41,0.27,Ford_F150StxSe2WdFfv
Ford,F250,0.54,0.88,0.64,0.8,0.94,Ford_F250
Ford,F250 Pickup 2Wd,0.09,0.1,0.97,0.65,0.04,Ford_F250Pickup2Wd
Ford,F250 Pickup 2Wd Cng,0.71,0.76,0.54,0.5,0.25,Ford_F250Pickup2WdCng
Ford,F250 Pickup 4Wd,0.18,0.87,0.7,0.59,0.64,Ford_F250Pickup4Wd
Ford,F250 Pickup Cab Chassis 2Wd,0.03,0.15,0.06,0.3699999999999999,0.53,Ford_F250PickupCabChassis2Wd
Ford,Festiva,0.77,0.14,0.11,0.56,0.6999999999999998,Ford_Festiva
Ford,Fiesta,0.49,0.46,0.02,0.65,0.76,Ford_Fiesta
Ford,Fiesta Fwd,0.62,0.41,0.68,0.04,0.56,Ford_FiestaFwd
Ford,Fiesta Sfe,0.83,0.88,0.33,0.52,0.36,Ford_FiestaSfe
Ford,Fiesta Sfe Fwd,0.87,0.54,0.94,0.2,0.86,Ford_FiestaSfeFwd
Ford,Fiesta St Fwd,0.99,0.72,0.56,0.1,0.54,Ford_FiestaStFwd
Ford,Five Hundred Awd,0.09,0.52,0.43,0.89,0.06,Ford_FiveHundredAwd
Ford,Five Hundred Fwd,0.24,0.66,0.12,0.78,0.29,Ford_FiveHundredFwd
Ford,Flex Awd,0.78,0.61,0.51,0.36,0.73,Ford_FlexAwd
Ford,Flex Fwd,0.78,0.41,0.92,0.92,0.35,Ford_FlexFwd
Ford,Focus,0.81,0.79,0.94,0.14,0.18,Ford_Focus
Ford,Focus Electric,0.84,0.12,0.14,0.7600000000000001,0.67,Ford_FocusElectric
Ford,Focus Fwd,0.71,0.6,0.15,0.97,0.45,Ford_FocusFwd
Ford,Focus Fwd Ffv,0.19,0.52,0.85,0.05,0.83,Ford_FocusFwdFfv
Ford,Focus Rs Awd,0.01,0.46,0.26,0.84,0.75,Ford_FocusRsAwd
Ford,Focus Sfe Fwd,0.12,0.31,0.77,0.6,0.0,Ford_FocusSfeFwd
Ford,Focus Sfe Fwd Ffv,0.81,0.28,0.66,0.2,0.74,Ford_FocusSfeFwdFfv
Ford,Focus St Fwd,0.69,0.74,0.48,0.55,0.64,Ford_FocusStFwd
Ford,Focus Station Wagon,0.67,0.02,0.51,0.16,0.47,Ford_FocusStationWagon
Ford,Freestar Cargo Van Fwd,0.37,0.59,0.5,0.87,0.44,Ford_FreestarCargoVanFwd
Ford,Freestar Wagon Fwd,0.91,0.7200000000000001,0.67,0.96,0.3699999999999999,Ford_FreestarWagonFwd
Ford,Freestyle Awd,0.89,0.19,0.12,0.49,0.71,Ford_FreestyleAwd
Ford,Freestyle Fwd,0.84,0.67,0.95,0.36,0.72,Ford_FreestyleFwd
Ford,Fusion,0.43,0.5,0.21,0.94,0.4899999999999999,Ford_Fusion
Ford,Fusion Awd,0.7799999999999999,0.7399999999999999,0.82,0.56,0.44,Ford_FusionAwd
Ford,Fusion Awd Ffv,0.34,0.48,0.17,0.28,0.12,Ford_FusionAwdFfv
Ford,Fusion Energi Plug-In Hybrid,0.62,0.75,0.17,0.2,0.06,Ford_FusionEnergiPlug-InHybrid
Ford,Fusion Fwd,0.44,0.31,0.45,0.25,0.09,Ford_FusionFwd
Ford,Fusion Fwd Ffv,0.84,0.34,0.58,0.31,0.06,Ford_FusionFwdFfv
Ford,Fusion Hybrid Fwd,0.16,0.51,0.48,0.36,0.67,Ford_FusionHybridFwd
Ford,Fusion Hybrid Taxi,0.83,0.85,0.22,0.01,0.98,Ford_FusionHybridTaxi
Ford,Fusion S Fwd,0.83,0.43,0.48,0.19,0.77,Ford_FusionSFwd
Ford,Fusion Special Service Phev,0.24,0.2,0.85,0.77,0.38,Ford_FusionSpecialServicePhev
Ford,Fusion Special Service Vehicle Phev,0.86,0.84,0.32,0.66,0.67,Ford_FusionSpecialServiceVehiclePhev
Ford,Gt,0.9,0.9,0.3,0.44,0.9,Ford_Gt
Ford,Gt 2Wd,0.43,0.95,0.99,0.96,0.07,Ford_Gt2Wd
Ford,Laser,0.4799999999999999,0.7,0.93,0.4299999999999999,0.8599999999999999,Ford_Laser
Ford,Lightning F150 2Wd,0.52,0.26,0.1,0.68,0.73,Ford_LightningF1502Wd
Ford,Lightning Pickup 2Wd,0.34,0.13,0.37,0.29,0.07,Ford_LightningPickup2Wd
Ford,Ltd,0.87,0.2,0.89,0.87,0.0,Ford_Ltd
Ford,Ltd Crown Victoria,0.5,0.65,0.87,0.54,0.3699999999999999,Ford_LtdCrownVictoria
Ford,Ltd Crown Victoria Wagon,0.15,0.61,0.4600000000000001,0.8699999999999999,0.93,Ford_LtdCrownVictoriaWagon
Ford,Ltd Crown Victoria/Country Squire Wagon,0.82,0.08,0.57,0.2,0.11,Ford_LtdCrownVictoria/CountrySquireWagon
Ford,Ltd Wagon,0.62,0.43,0.88,0.35,0.68,Ford_LtdWagon
Ford,Maverick Awd,0.98,0.05,0.54,0.92,0.13,Ford_MaverickAwd
Ford,Maverick Fwd,0.93,0.62,0.28,0.01,0.26,Ford_MaverickFwd
Ford,Maverick Hev Fwd,0.99,0.05,0.35,0.61,0.18,Ford_MaverickHevFwd
Ford,Maverick Tremor Awd,0.2,0.22,0.05,0.74,0.31,Ford_MaverickTremorAwd
Ford,Mustang,0.81,0.82,0.84,0.6,0.83,Ford_Mustang
Ford,Mustang Bullitt,0.9,0.5,0.5,0.68,0.24,Ford_MustangBullitt
Ford,Mustang Convertible,0.78,0.62,0.53,0.85,0.1,Ford_MustangConvertible
Ford,Mustang Dark Horse,0.15,0.12,0.26,0.16,0.5,Ford_MustangDarkHorse
Ford,Mustang Ho Convertible,0.68,0.22,0.16,0.44,0.84,Ford_MustangHoConvertible
Ford,Mustang Ho Coupe,0.2,0.76,0.92,0.04,0.45,Ford_MustangHoCoupe
Ford,Mustang Mach 1,0.59,0.65,0.89,0.59,0.71,Ford_MustangMach1
Ford,Mustang Mach-E Awd,0.58,0.87,0.67,0.42,0.29,Ford_MustangMach-EAwd
Ford,Mustang Mach-E Awd Extended,0.95,0.37,0.1,0.81,0.96,Ford_MustangMach-EAwdExtended
Ford,Mustang Mach-E Cal Rt 1 Er Awd,0.425,0.45,0.4649999999999999,0.235,0.745,Ford_MustangMach-ECalRt1ErAwd
Ford,Mustang Mach-E Cal Rt 1 Er Rwd,0.84,0.77,0.11,0.41,0.24,Ford_MustangMach-ECalRt1ErRwd
Ford,Mustang Mach-E Gt,0.96,0.73,0.05,0.32,0.6999999999999998,Ford_MustangMach-EGt
Ford,Mustang Mach-E Gt Performance,0.85,0.17,0.84,0.06,0.7200000000000001,Ford_MustangMach-EGtPerformance
Ford,Mustang Mach-E Rally,0.07,0.24,0.02,0.83,0.28,Ford_MustangMach-ERally
Ford,Mustang Mach-E Rwd,0.17,0.3,0.64,0.05,0.9,Ford_MustangMach-ERwd
Ford,Mustang Mach-E Rwd California Route 1,0.02,0.88,0.15,0.18,0.4,Ford_MustangMach-ERwdCaliforniaRoute1
